qualifyId,raceId,forename,name,number,position,q1,q2,q3
5971,903,Pastor,Lotus F1,13,22,\N,\N,\N
5972,904,Lewis,Mercedes,44,1,1:27.238,1:26.210,1:25.232
5973,904,Nico,Mercedes,6,2,1:26.764,1:26.088,1:25.400
5974,904,Daniel,Red Bull,3,3,1:28.053,1:26.613,1:26.285
5975,904,Valtteri,Williams,77,4,1:28.198,1:27.563,1:26.632
5976,904,Romain,Lotus F1,8,5,1:28.472,1:27.258,1:26.960
5977,904,Kimi,Ferrari,7,6,1:28.308,1:27.335,1:27.104
5978,904,Fernando,Ferrari,14,7,1:28.329,1:27.602,1:27.140
5979,904,Jenson,McLaren,22,8,1:28.279,1:27.570,1:27.335
5980,904,Felipe,Williams,19,9,1:28.061,1:27.016,1:27.402
5981,904,Sebastian,Red Bull,1,10,1:27.958,1:27.052,\N
5982,904,Nico,Force India,27,11,1:28.155,1:27.685,\N
5983,904,Sergio,Force India,11,12,1:28.469,1:28.002,\N
5984,904,Daniil,Toro Rosso,26,13,1:28.074,1:28.039,\N
5985,904,Esteban,Sauber,21,14,1:28.374,1:28.280,\N
5986,904,Kevin,McLaren,20,15,1:28.389,\N,\N
5987,904,Jean-Éric,Toro Rosso,25,16,1:28.194,\N,\N
5988,904,Adrian,Sauber,99,17,1:28.563,\N,\N
5989,904,Max,Marussia,4,18,1:29.586,\N,\N
5990,904,Jules,Marussia,17,19,1:30.177,\N,\N
5991,904,Marcus,Caterham,9,20,1:30.312,\N,\N
5992,904,Kamui,Caterham,10,21,1:30.375,\N,\N
5993,904,Pastor,Lotus F1,13,22,\N,\N,\N
5994,905,Nico,Mercedes,6,1,1:17.678,1:16.465,1:15.989
5995,905,Lewis,Mercedes,44,2,1:17.823,1:16.354,1:16.048
5996,905,Daniel,Red Bull,3,3,1:17.900,1:17.233,1:16.384
5997,905,Sebastian,Red Bull,1,4,1:18.383,1:17.074,1:16.547
5998,905,Fernando,Ferrari,14,5,1:17.853,1:17.200,1:16.686
5999,905,Kimi,Ferrari,7,6,1:17.902,1:17.398,1:17.389
6000,905,Jean-Éric,Toro Rosso,25,7,1:17.557,1:17.657,1:17.540
6001,905,Kevin,McLaren,20,8,1:17.978,1:17.609,1:17.555
6002,905,Daniil,Toro Rosso,26,9,1:18.616,1:17.594,1:18.090
6003,905,Sergio,Force India,11,10,1:18.108,1:17.755,1:18.327
6004,905,Nico,Force India,27,11,1:18.432,1:17.846,\N
6005,905,Jenson,McLaren,22,12,1:17.890,1:17.988,\N
6006,905,Valtteri,Williams,77,13,1:18.407,1:18.082,\N
6007,905,Romain,Lotus F1,8,14,1:18.335,1:18.196,\N
6008,905,Pastor,Lotus F1,13,15,1:18.585,1:18.356,\N
6009,905,Felipe,Williams,19,16,1:18.209,\N,\N
6010,905,Esteban,Sauber,21,17,1:18.741,\N,\N
6011,905,Adrian,Sauber,99,18,1:18.745,\N,\N
6012,905,Jules,Marussia,17,19,1:19.332,\N,\N
6013,905,Max,Marussia,4,20,1:19.928,\N,\N
6014,905,Kamui,Caterham,10,21,1:20.133,\N,\N
6015,905,Marcus,Caterham,9,22,1:21.732,\N,\N
6016,906,Nico,Mercedes,6,1,1:16.471,1:15.289,1:14.874
6017,906,Lewis,Mercedes,44,2,1:15.750,1:15.054,1:14.953
6018,906,Sebastian,Red Bull,1,3,1:17.470,1:16.109,1:15.548
6019,906,Valtteri,Williams,77,4,1:16.772,1:15.806,1:15.550
6020,906,Felipe,Williams,19,5,1:16.666,1:15.773,1:15.578
6021,906,Daniel,Red Bull,3,6,1:17.113,1:15.897,1:15.589
6022,906,Fernando,Ferrari,14,7,1:17.010,1:16.131,1:15.814
6023,906,Jean-Éric,Toro Rosso,25,8,1:17.178,1:16.255,1:16.162
6024,906,Jenson,McLaren,22,9,1:16.631,1:16.214,1:16.182
6025,906,Kimi,Ferrari,7,10,1:17.013,1:16.245,1:16.214
6026,906,Nico,Force India,27,11,1:16.897,1:16.300,\N
6027,906,Kevin,McLaren,20,12,1:16.446,1:16.310,\N
6028,906,Sergio,Force India,11,13,1:18.235,1:16.472,\N
6029,906,Romain,Lotus F1,8,14,1:17.732,1:16.687,\N
6030,906,Daniil,Toro Rosso,26,15,1:16.938,1:16.713,\N
6031,906,Adrian,Sauber,99,16,1:17.519,1:17.314,\N
6032,906,Pastor,Lotus F1,13,17,1:18.328,\N,\N
6033,906,Max,Marussia,4,18,1:18.348,\N,\N
6034,906,Jules,Marussia,17,19,1:18.359,\N,\N
6035,906,Kamui,Caterham,10,20,1:19.278,\N,\N
6036,906,Marcus,Caterham,9,21,1:19.820,\N,\N
6037,906,Esteban,Sauber,21,22,\N,\N,\N
6038,907,Felipe,Williams,19,1,1:10.292,1:09.239,1:08.759
6039,907,Valtteri,Williams,77,2,1:10.356,1:09.096,1:08.846
6040,907,Nico,Mercedes,6,3,1:09.695,1:08.974,1:08.944
6041,907,Fernando,Ferrari,14,4,1:10.405,1:09.479,1:09.285
6042,907,Daniel,Red Bull,3,5,1:10.395,1:09.638,1:09.466
6043,907,Kevin,McLaren,20,6,1:10.081,1:09.473,1:09.515
6044,907,Daniil,Toro Rosso,26,7,1:09.678,1:09.490,1:09.619
6045,907,Kimi,Ferrari,7,8,1:10.285,1:09.657,1:10.795
6046,907,Lewis,Mercedes,44,9,1:09.514,1:09.092,\N
6047,907,Nico,Force India,27,10,1:10.389,1:09.624,\N
6048,907,Sergio,Force India,11,11,1:10.124,1:09.754,\N
6049,907,Jenson,McLaren,22,12,1:10.252,1:09.780,\N
6050,907,Sebastian,Red Bull,1,13,1:10.630,1:09.801,\N
6051,907,Pastor,Lotus F1,13,14,1:10.821,1:09.939,\N
6052,907,Jean-Éric,Toro Rosso,25,15,1:10.161,1:10.073,\N
6053,907,Romain,Lotus F1,8,16,1:10.461,1:10.642,\N
6054,907,Adrian,Sauber,99,17,1:10.825,\N,\N
6055,907,Esteban,Sauber,21,18,1:11.349,\N,\N
6056,907,Jules,Marussia,17,19,1:11.412,\N,\N
6057,907,Kamui,Caterham,10,20,1:11.673,\N,\N
6058,907,Max,Marussia,4,21,1:11.775,\N,\N
6059,907,Marcus,Caterham,9,22,1:12.673,\N,\N
6060,908,Nico,Mercedes,6,1,1:40.380,1:35.179,1:35.766
6061,908,Sebastian,Red Bull,1,2,1:45.086,1:36.410,1:37.386
6062,908,Jenson,McLaren,22,3,1:44.425,1:36.579,1:38.200
6063,908,Nico,Force India,27,4,1:41.271,1:37.112,1:38.329
6064,908,Kevin,McLaren,20,5,1:42.507,1:37.370,1:38.417
6065,908,Lewis,Mercedes,44,6,1:41.058,1:34.870,1:39.232
6066,908,Sergio,Force India,11,7,1:42.146,1:37.350,1:40.457
6067,908,Daniel,Red Bull,3,8,1:44.710,1:38.166,1:40.606
6068,908,Daniil,Toro Rosso,26,9,1:41.032,1:36.813,1:40.707
6069,908,Jean-Éric,Toro Rosso,25,10,1:43.040,1:37.800,1:40.855
6070,908,Romain,Lotus F1,8,11,1:43.121,1:38.496,\N
6071,908,Jules,Marussia,17,12,1:41.169,1:38.709,\N
6072,908,Max,Marussia,4,13,1:42.082,1:39.800,\N
6073,908,Esteban,Sauber,21,14,1:43.285,1:40.912,\N
6074,908,Pastor,Lotus F1,13,15,1:43.892,1:44.018,\N
6075,908,Adrian,Sauber,99,16,1:42.603,\N,\N
6076,908,Valtteri,Williams,77,17,1:45.318,\N,\N
6077,908,Felipe,Williams,19,18,1:45.695,\N,\N
6078,908,Fernando,Ferrari,14,19,1:45.935,\N,\N
6079,908,Kimi,Ferrari,7,20,1:46.684,\N,\N
6080,908,Marcus,Caterham,9,21,1:49.421,\N,\N
6081,908,Kamui,Caterham,10,22,1:49.625,\N,\N
6082,909,Nico,Mercedes,6,1,1:17.631,1:17.109,1:16.540
6083,909,Valtteri,Williams,77,2,1:18.215,1:17.353,1:16.759
6084,909,Felipe,Williams,19,3,1:18.381,1:17.370,1:17.078
6085,909,Kevin,McLaren,20,4,1:18.260,1:17.788,1:17.214
6086,909,Daniel,Red Bull,3,5,1:18.117,1:17.855,1:17.273
6087,909,Sebastian,Red Bull,1,6,1:18.194,1:17.646,1:17.577
6088,909,Fernando,Ferrari,14,7,1:18.389,1:17.866,1:17.649
6089,909,Daniil,Toro Rosso,26,8,1:18.530,1:18.103,1:17.965
6090,909,Nico,Force India,27,9,1:18.927,1:18.017,1:18.014
6091,909,Sergio,Force India,11,10,1:18.916,1:18.161,1:18.035
6092,909,Jenson,McLaren,22,11,1:18.425,1:18.193,\N
6093,909,Kimi,Ferrari,7,12,1:18.534,1:18.273,\N
6094,909,Jean-Éric,Toro Rosso,25,13,1:18.496,1:18.285,\N
6095,909,Esteban,Sauber,21,14,1:18.739,1:18.787,\N
6096,909,Romain,Lotus F1,8,15,1:18.894,1:18.983,\N
6097,909,Lewis,Mercedes,44,16,1:18.683,\N,\N
6098,909,Adrian,Sauber,99,17,1:19.142,\N,\N
6099,909,Jules,Marussia,17,18,1:19.676,\N,\N
6100,909,Pastor,Lotus F1,13,19,1:20.195,\N,\N
6101,909,Kamui,Caterham,10,20,1:20.408,\N,\N
6102,909,Max,Marussia,4,21,1:20.489,\N,\N
6103,909,Marcus,Caterham,9,22,\N,\N,\N
6104,910,Nico,Mercedes,6,1,1:25.227,1:23.310,1:22.715
6105,910,Sebastian,Red Bull,1,2,1:25.662,1:23.606,1:23.201
6106,910,Valtteri,Williams,77,3,1:25.690,1:23.776,1:23.354
6107,910,Daniel,Red Bull,3,4,1:25.495,1:23.676,1:23.391
6108,910,Fernando,Ferrari,14,5,1:26.087,1:24.249,1:23.909
6109,910,Felipe,Williams,19,6,1:26.592,1:24.030,1:24.223
6110,910,Jenson,McLaren,22,7,1:26.612,1:24.502,1:24.294
6111,910,Jean-Éric,Toro Rosso,25,8,1:24.941,1:24.637,1:24.720
6112,910,Nico,Force India,27,9,1:26.149,1:24.647,1:24.775
6113,910,Kevin,McLaren,20,10,1:26.578,1:24.585,\N
6114,910,Daniil,Toro Rosso,26,11,1:25.361,1:24.706,\N
6115,910,Adrian,Sauber,99,12,1:26.027,1:25.136,\N
6116,910,Sergio,Force India,11,13,1:25.910,1:25.211,\N
6117,910,Esteban,Sauber,21,14,1:25.709,1:25.260,\N
6118,910,Romain,Lotus F1,8,15,1:26.136,1:25.337,\N
6119,910,Jules,Marussia,17,16,1:26.728,1:27.419,\N
6120,910,Kimi,Ferrari,7,17,1:26.792,\N,\N
6121,910,Kamui,Caterham,10,18,1:27.139,\N,\N
6122,910,Max,Marussia,4,19,1:27.819,\N,\N
6123,910,Marcus,Caterham,9,20,1:28.643,\N,\N
6124,910,Lewis,Mercedes,44,21,\N,\N,\N
6125,910,Pastor,Lotus F1,13,22,\N,\N,\N
6126,911,Nico,Mercedes,6,1,2:07.130,2:06.723,2:05.591
6127,911,Lewis,Mercedes,44,2,2:07.280,2:06.609,2:05.819
6128,911,Sebastian,Red Bull,1,3,2:10.105,2:08.868,2:07.717
6129,911,Fernando,Ferrari,14,4,2:10.197,2:08.450,2:07.786
6130,911,Daniel,Red Bull,3,5,2:10.089,2:08.989,2:07.911
6131,911,Valtteri,Williams,77,6,2:09.250,2:08.451,2:08.049
6132,911,Kevin,McLaren,20,7,2:11.081,2:08.901,2:08.679
6133,911,Kimi,Ferrari,7,8,2:09.885,2:08.646,2:08.780
6134,911,Felipe,Williams,19,9,2:08.403,2:08.833,2:09.178
6135,911,Jenson,McLaren,22,10,2:10.529,2:09.272,2:09.776
6136,911,Daniil,Toro Rosso,26,11,2:10.445,2:09.377,\N
6137,911,Jean-Éric,Toro Rosso,25,12,2:09.811,2:09.805,\N
6138,911,Sergio,Force India,11,13,2:10.666,2:10.084,\N
6139,911,Adrian,Sauber,99,14,2:11.051,2:10.238,\N
6140,911,Romain,Lotus F1,8,15,2:10.898,2:11.087,\N
6141,911,Jules,Marussia,17,16,2:11.051,2:12.470,\N
6142,911,Pastor,Lotus F1,13,17,2:11.261,\N,\N
6143,911,Nico,Force India,27,18,2:11.267,\N,\N
6144,911,Max,Marussia,4,19,2:12.566,\N,\N
6145,911,Esteban,Sauber,21,20,2:13.414,\N,\N
6146,911,André,Caterham,45,21,2:13.469,\N,\N
6147,911,Marcus,Caterham,9,22,2:14.438,\N,\N
6148,912,Lewis,Mercedes,44,1,1:25.363,1:24.560,1:24.109
6149,912,Nico,Mercedes,6,2,1:25.493,1:24.600,1:24.383
6150,912,Valtteri,Williams,77,3,1:26.012,1:24.858,1:24.697
6151,912,Felipe,Williams,19,4,1:25.528,1:25.046,1:24.865
6152,912,Kevin,McLaren,20,5,1:26.337,1:25.973,1:25.314
6153,912,Jenson,McLaren,22,6,1:26.328,1:25.630,1:25.379
6154,912,Fernando,Ferrari,14,7,1:26.514,1:25.525,1:25.430
6155,912,Sebastian,Red Bull,1,8,1:26.631,1:25.769,1:25.436
6156,912,Daniel,Red Bull,3,9,1:26.721,1:25.946,1:25.709
6157,912,Sergio,Force India,11,10,1:26.569,1:25.863,1:25.944
6158,912,Daniil,Toro Rosso,26,11,1:26.261,1:26.070,\N
6159,912,Kimi,Ferrari,7,12,1:26.689,1:26.110,\N
6160,912,Jean-Éric,Toro Rosso,25,13,1:26.140,1:26.157,\N
6161,912,Nico,Force India,27,14,1:26.371,1:26.279,\N
6162,912,Adrian,Sauber,99,15,1:27.034,1:26.588,\N
6163,912,Esteban,Sauber,21,16,1:26.999,1:26.692,\N
6164,912,Pastor,Lotus F1,13,17,1:27.520,\N,\N
6165,912,Romain,Lotus F1,8,18,1:27.632,\N,\N
6166,912,Kamui,Caterham,10,19,1:27.671,\N,\N
6167,912,Jules,Marussia,17,20,1:27.738,\N,\N
6168,912,Max,Marussia,4,21,1:28.247,\N,\N
6169,912,Marcus,Caterham,9,22,1:28.562,\N,\N
6170,913,Lewis,Mercedes,44,1,1:46.921,1:46.287,1:45.681
6171,913,Nico,Mercedes,6,2,1:47.244,1:45.825,1:45.688
6172,913,Daniel,Red Bull,3,3,1:47.488,1:46.493,1:45.854
6173,913,Sebastian,Red Bull,1,4,1:47.476,1:46.586,1:45.902
6174,913,Fernando,Ferrari,14,5,1:46.889,1:46.328,1:45.907
6175,913,Felipe,Williams,19,6,1:47.615,1:46.472,1:46.000
6176,913,Kimi,Ferrari,7,7,1:46.685,1:46.359,1:46.170
6177,913,Valtteri,Williams,77,8,1:47.196,1:46.622,1:46.187
6178,913,Kevin,McLaren,20,9,1:47.976,1:46.700,1:46.250
6179,913,Daniil,Toro Rosso,26,10,1:47.656,1:46.926,1:47.362
6180,913,Jenson,McLaren,22,11,1:47.161,1:46.943,\N
6181,913,Jean-Éric,Toro Rosso,25,12,1:47.407,1:46.989,\N
6182,913,Nico,Force India,27,13,1:47.370,1:47.308,\N
6183,913,Esteban,Sauber,21,14,1:47.970,1:47.333,\N
6184,913,Sergio,Force India,11,15,1:48.143,1:47.575,\N
6185,913,Romain,Lotus F1,8,16,1:47.862,1:47.812,\N
6186,913,Adrian,Sauber,99,17,1:48.324,\N,\N
6187,913,Pastor,Lotus F1,13,18,1:49.063,\N,\N
6188,913,Jules,Marussia,17,19,1:49.440,\N,\N
6189,913,Kamui,Caterham,10,20,1:50.405,\N,\N
6190,913,Max,Marussia,4,21,1:50.473,\N,\N
6191,913,Marcus,Caterham,9,22,1:52.287,\N,\N
6192,914,Nico,Mercedes,6,1,1:33.671,1:32.950,1:32.506
6193,914,Lewis,Mercedes,44,2,1:33.611,1:32.982,1:32.703
6194,914,Valtteri,Williams,77,3,1:34.301,1:33.443,1:33.128
6195,914,Felipe,Williams,19,4,1:34.483,1:33.551,1:33.527
6196,914,Fernando,Ferrari,14,5,1:34.497,1:33.675,1:33.740
6197,914,Daniel,Red Bull,3,6,1:35.593,1:34.466,1:34.075
6198,914,Kevin,McLaren,20,7,1:34.930,1:34.229,1:34.242
6199,914,Jenson,McLaren,22,8,1:35.150,1:34.648,1:34.317
6200,914,Sebastian,Red Bull,1,9,1:35.517,1:34.784,1:34.432
6201,914,Kimi,Ferrari,7,10,1:34.984,1:34.771,1:34.548
6202,914,Jean-Éric,Toro Rosso,25,11,1:35.155,1:34.984,\N
6203,914,Sergio,Force India,11,12,1:35.439,1:35.089,\N
6204,914,Daniil,Toro Rosso,26,13,1:35.210,1:35.092,\N
6205,914,Nico,Force India,27,14,1:35.000,1:35.099,\N
6206,914,Adrian,Sauber,99,15,1:35.736,1:35.364,\N
6207,914,Esteban,Sauber,21,16,1:35.308,1:35.681,\N
6208,914,Pastor,Lotus F1,13,17,1:35.917,\N,\N
6209,914,Romain,Lotus F1,8,18,1:35.984,\N,\N
6210,914,Marcus,Caterham,9,19,1:36.813,\N,\N
6211,914,Jules,Marussia,17,20,1:36.943,\N,\N
6212,914,Kamui,Caterham,10,21,1:37.015,\N,\N
6213,914,Max,Marussia,4,22,1:37.481,\N,\N
6214,915,Lewis,Mercedes,44,1,1:38.759,1:38.338,1:38.513
6215,915,Nico,Mercedes,6,2,1:39.076,1:38.606,1:38.713
6216,915,Valtteri,Williams,77,3,1:39.125,1:38.971,1:38.920
6217,915,Jenson,McLaren,22,4,1:39.560,1:39.381,1:39.121
6218,915,Daniil,Toro Rosso,26,5,1:40.074,1:39.296,1:39.277
6219,915,Kevin,McLaren,20,6,1:39.735,1:39.022,1:39.629
6220,915,Daniel,Red Bull,3,7,1:40.519,1:39.666,1:39.635
6221,915,Fernando,Ferrari,14,8,1:40.255,1:39.786,1:39.709
6222,915,Kimi,Ferrari,7,9,1:40.098,1:39.838,1:39.771
6223,915,Jean-Éric,Toro Rosso,25,10,1:40.354,1:39.929,1:40.020
6224,915,Sebastian,Red Bull,1,11,1:40.382,1:40.052,\N
6225,915,Nico,Force India,27,12,1:40.273,1:40.058,\N
6226,915,Sergio,Force India,11,13,1:40.723,1:40.163,\N
6227,915,Esteban,Sauber,21,14,1:41.159,1:40.536,\N
6228,915,Adrian,Sauber,99,15,1:40.766,1:40.984,\N
6229,915,Romain,Lotus F1,8,16,1:42.526,1:41.397,\N
6230,915,Marcus,Caterham,9,17,1:42.648,\N,\N
6231,915,Felipe,Williams,19,18,1:43.064,\N,\N
6232,915,Kamui,Caterham,10,19,1:43.166,\N,\N
6233,915,Pastor,Lotus F1,13,20,1:43.205,\N,\N
6234,915,Max,Marussia,4,21,1:43.649,\N,\N
6235,916,Nico,Mercedes,6,1,1:38.303,1:36.290,1:36.067
6236,916,Lewis,Mercedes,44,2,1:37.196,1:37.287,1:36.443
6237,916,Valtteri,Williams,77,3,1:38.249,1:37.499,1:36.906
6238,916,Felipe,Williams,19,4,1:37.877,1:37.347,1:37.205
6239,916,Daniel,Red Bull,3,5,1:38.814,1:37.873,1:37.244
6240,916,Fernando,Ferrari,14,6,1:38.349,1:38.010,1:37.610
6241,916,Jenson,McLaren,22,7,1:38.574,1:38.024,1:37.655
6242,916,Kevin,McLaren,20,8,1:38.557,1:38.047,1:37.706
6243,916,Kimi,Ferrari,7,9,1:38.669,1:38.263,1:37.804
6244,916,Adrian,Sauber,99,10,1:38.855,1:38.378,1:38.810
6245,916,Pastor,Lotus F1,13,11,1:38.608,1:38.467,\N
6246,916,Sergio,Force India,11,12,1:39.200,1:38.554,\N
6247,916,Nico,Force India,27,13,1:38.931,1:38.598,\N
6248,916,Daniil,Toro Rosso,26,14,1:38.936,1:38.699,\N
6249,916,Jean-Éric,Toro Rosso,25,15,1:39.250,\N,\N
6250,916,Esteban,Sauber,21,16,1:39.555,\N,\N
6251,916,Sebastian,Red Bull,1,17,1:39.621,\N,\N
6252,916,Romain,Lotus F1,8,18,1:39.679,\N,\N
6253,917,Nico,Mercedes,6,1,1:10.347,1:10.303,1:10.023
6254,917,Lewis,Mercedes,44,2,1:10.457,1:10.712,1:10.056
6255,917,Felipe,Williams,19,3,1:10.602,1:10.343,1:10.247
6256,917,Valtteri,Williams,77,4,1:10.832,1:10.421,1:10.305
6257,917,Jenson,McLaren,22,5,1:11.097,1:11.127,1:10.930
6258,917,Sebastian,Red Bull,1,6,1:11.880,1:11.129,1:10.938
6259,917,Kevin,McLaren,20,7,1:11.134,1:11.211,1:10.969
6260,917,Fernando,Ferrari,14,8,1:11.558,1:11.215,1:10.977
6261,917,Daniel,Red Bull,3,9,1:11.593,1:11.208,1:11.075
6262,917,Kimi,Ferrari,7,10,1:11.193,1:11.188,1:11.099
6263,917,Esteban,Sauber,21,11,1:11.520,1:11.591,\N
6264,917,Nico,Force India,27,12,1:11.848,1:11.976,\N
6265,917,Adrian,Sauber,99,13,1:11.943,1:12.099,\N
6266,917,Daniil,Toro Rosso,26,14,1:11.423,\N,\N
6267,917,Romain,Lotus F1,8,15,1:12.037,\N,\N
6268,917,Jean-Éric,Toro Rosso,25,16,1:12.040,\N,\N
6269,917,Sergio,Force India,11,17,1:12.076,\N,\N
6270,917,Pastor,Lotus F1,13,18,1:12.233,\N,\N
6305,918,Esteban,Sauber,21,15,1:42.819,\N,\N
6304,918,Romain,Lotus F1,8,14,1:42.768,\N,\N
6303,918,Adrian,Sauber,99,13,1:42.746,1:43.074,\N
6302,918,Nico,Force India,27,12,1:42.444,1:42.384,\N
6301,918,Sergio,Force India,11,11,1:42.654,1:42.239,\N
6300,918,Jean-Éric,Toro Rosso,25,10,1:42.413,1:42.207,\N
6299,918,Kevin,McLaren,20,9,1:42.104,1:42.198,\N
6298,918,Fernando,Ferrari,14,8,1:42.467,1:41.940,1:42.866
6297,918,Kimi,Ferrari,7,7,1:42.439,1:42.168,1:42.236
6296,918,Jenson,McLaren,22,6,1:42.137,1:41.875,1:41.964
6295,918,Daniil,Toro Rosso,26,5,1:42.302,1:42.082,1:41.908
6294,918,Felipe,Williams,19,4,1:41.475,1:41.144,1:41.119
6293,918,Valtteri,Williams,77,3,1:42.346,1:41.376,1:41.025
6292,918,Lewis,Mercedes,44,2,1:41.207,1:40.920,1:40.866
6291,918,Nico,Mercedes,6,1,1:41.308,1:41.459,1:40.480
6306,918,Pastor,Lotus F1,13,16,1:42.860,\N,\N
6307,918,Kamui,Caterham,10,17,1:44.540,\N,\N
6308,918,Will,Caterham,46,18,1:45.095,\N,\N
6309,926,Lewis,Mercedes,44,1,1:28.586,1:26.894,1:26.327
6310,926,Nico,Mercedes,6,2,1:28.906,1:27.097,1:26.921
6311,926,Felipe,Williams,19,3,1:29.246,1:27.895,1:27.718
6312,926,Sebastian,Ferrari,5,4,1:29.307,1:27.742,1:27.757
6313,926,Kimi,Ferrari,7,5,1:29.754,1:27.807,1:27.790
6314,926,Valtteri,Williams,77,6,1:29.641,1:27.796,1:28.087
6315,926,Daniel,Red Bull,3,7,1:29.788,1:28.679,1:28.329
6316,926,Carlos,Toro Rosso,55,8,1:29.597,1:28.601,1:28.510
6317,926,Romain,Lotus F1,8,9,1:29.537,1:28.589,1:28.560
6318,926,Pastor,Lotus F1,13,10,1:29.847,1:28.726,1:29.480
6319,926,Felipe,Sauber,12,11,1:30.430,1:28.800,\N
6320,926,Max,Toro Rosso,33,12,1:29.248,1:28.868,\N
6321,926,Daniil,Red Bull,26,13,1:30.402,1:29.070,\N
6322,926,Nico,Force India,27,14,1:29.651,1:29.208,\N
6323,926,Sergio,Force India,11,15,1:29.990,1:29.209,\N
6324,926,Marcus,Sauber,9,16,1:31.376,\N,\N
6325,926,Jenson,McLaren,22,17,1:31.422,\N,\N
6326,926,Kevin,McLaren,20,18,1:32.037,\N,\N
6327,927,Lewis,Mercedes,44,1,1:39.269,1:41.517,1:49.834
6328,927,Sebastian,Ferrari,5,2,1:39.814,1:39.632,1:49.908
6329,927,Nico,Mercedes,6,3,1:39.374,1:39.377,1:50.299
6330,927,Daniel,Red Bull,3,4,1:40.504,1:41.085,1:51.541
6331,927,Daniil,Red Bull,26,5,1:40.546,1:41.665,1:51.951
6332,927,Max,Toro Rosso,33,6,1:40.793,1:41.430,1:51.981
6333,927,Felipe,Williams,19,7,1:40.543,1:41.230,1:52.473
6334,927,Romain,Lotus F1,8,8,1:40.303,1:41.209,1:52.981
6335,927,Valtteri,Williams,77,9,1:40.249,1:40.650,1:53.179
6336,927,Marcus,Sauber,9,10,1:40.340,1:41.748,1:53.261
6337,927,Kimi,Ferrari,7,11,1:40.415,1:42.173,\N
6338,927,Pastor,Lotus F1,13,12,1:40.361,1:42.198,\N
6339,927,Nico,Force India,27,13,1:40.830,1:43.023,\N
6340,927,Sergio,Force India,11,14,1:41.036,1:43.469,\N
6341,927,Carlos,Toro Rosso,55,15,1:39.814,1:43.701,\N
6342,927,Felipe,Sauber,12,16,1:41.308,\N,\N
6343,927,Jenson,McLaren,22,17,1:41.636,\N,\N
6344,927,Fernando,McLaren,14,18,1:41.746,\N,\N
6345,927,Roberto,Manor Marussia,98,19,1:46.677,\N,\N
6346,928,Lewis,Mercedes,44,1,1:38.285,1:36.423,1:35.782
6347,928,Nico,Mercedes,6,2,1:38.496,1:36.747,1:35.828
6348,928,Sebastian,Ferrari,5,3,1:37.502,1:36.957,1:36.687
6349,928,Felipe,Williams,19,4,1:38.433,1:37.357,1:36.954
6350,928,Valtteri,Williams,77,5,1:38.014,1:37.763,1:37.143
6351,928,Kimi,Ferrari,7,6,1:37.790,1:37.109,1:37.232
6352,928,Daniel,Red Bull,3,7,1:38.534,1:37.939,1:37.540
6353,928,Romain,Lotus F1,8,8,1:38.209,1:38.063,1:37.905
6354,928,Felipe,Sauber,12,9,1:38.521,1:38.017,1:38.067
6355,928,Marcus,Sauber,9,10,1:38.941,1:38.127,1:38.158
6356,928,Pastor,Lotus F1,13,11,1:38.563,1:38.134,\N
6357,928,Daniil,Red Bull,26,12,1:39.051,1:38.209,\N
6358,928,Max,Toro Rosso,33,13,1:38.387,1:38.393,\N
6359,928,Carlos,Toro Rosso,55,14,1:38.622,1:38.538,\N
6360,928,Sergio,Force India,11,15,1:38.903,1:39.290,\N
6361,928,Nico,Force India,27,16,1:39.216,\N,\N
6362,928,Jenson,McLaren,22,17,1:39.276,\N,\N
6363,928,Fernando,McLaren,14,18,1:39.280,\N,\N
6364,928,Will,Manor Marussia,28,19,1:42.091,\N,\N
6365,928,Roberto,Manor Marussia,98,20,1:42.842,\N,\N
6366,929,Lewis,Mercedes,44,1,1:33.928,1:32.669,1:32.571
6367,929,Sebastian,Ferrari,5,2,1:34.919,1:33.623,1:32.982
6368,929,Nico,Mercedes,6,3,1:34.398,1:33.878,1:33.129
6369,929,Kimi,Ferrari,7,4,1:34.568,1:33.540,1:33.227
6370,929,Valtteri,Williams,77,5,1:34.161,1:33.897,1:33.381
6371,929,Felipe,Williams,19,6,1:34.488,1:33.551,1:33.744
6372,929,Daniel,Red Bull,3,7,1:34.691,1:34.403,1:33.832
6373,929,Nico,Force India,27,8,1:35.653,1:34.613,1:34.450
6374,929,Carlos,Toro Rosso,55,9,1:35.371,1:34.641,1:34.462
6375,929,Romain,Lotus F1,8,10,1:35.007,1:34.123,1:34.484
6376,929,Sergio,Force India,11,11,1:35.451,1:34.704,\N
6377,929,Felipe,Sauber,12,12,1:35.310,1:34.737,\N
6378,929,Marcus,Sauber,9,13,1:35.438,1:35.034,\N
6379,929,Fernando,McLaren,14,14,1:35.205,1:35.039,\N
6380,929,Max,Toro Rosso,33,15,1:35.611,1:35.103,\N
6381,929,Pastor,Lotus F1,13,16,1:35.677,\N,\N
6382,929,Daniil,Red Bull,26,17,1:35.800,\N,\N
6383,929,Will,Manor Marussia,28,18,1:38.713,\N,\N
6384,929,Roberto,Manor Marussia,98,19,1:39.722,\N,\N
6385,930,Nico,Mercedes,6,1,1:26.490,1:25.166,1:24.681
6386,930,Lewis,Mercedes,44,2,1:26.382,1:25.740,1:24.948
6387,930,Sebastian,Ferrari,5,3,1:27.534,1:26.167,1:25.458
