qualifyId,raceId,forename,constructorId,number,position,q1,q2,q3
4810,852,Sébastien,5,18,11,2:04.744,2:04.692,\N
4811,852,Kamui,15,16,12,2:07.194,2:04.757,\N
4812,852,Jenson,1,4,13,2:01.813,2:05.150,\N
4813,852,Rubens,3,11,14,2:05.720,2:07.349,\N
4814,852,Adrian,10,14,15,2:06.000,2:07.777,\N
4815,852,Pastor,3,12,16,2:05.621,2:08.106,\N
4816,852,Heikki,205,20,17,2:06.780,2:08.354,\N
4817,852,Paul,10,15,18,2:07.758,\N,\N
4818,852,Jarno,205,21,19,2:08.773,\N,\N
4819,852,Timo,166,24,20,2:09.566,\N,\N
4820,852,Jérôme,166,25,21,2:11.601,\N,\N
4821,852,Vitantonio,164,23,22,2:11.616,\N,\N
4822,852,Daniel,164,22,23,2:13.077,\N,\N
4823,854,Sebastian,9,1,1,1:46.397,1:44.931,1:44.381
4824,854,Mark,9,2,2,1:47.332,1:45.651,1:44.732
4825,854,Jenson,1,4,3,1:46.956,1:45.472,1:44.804
4826,854,Lewis,1,3,4,1:47.014,1:46.829,1:44.809
4827,854,Fernando,6,5,5,1:47.054,1:45.779,1:44.874
4828,854,Felipe,6,6,6,1:47.945,1:45.955,1:45.800
4829,854,Nico,131,8,7,1:47.688,1:46.405,1:46.013
4830,854,Michael,131,7,8,1:48.819,1:46.043,\N
4831,854,Adrian,10,14,9,1:47.952,1:47.093,\N
4832,854,Paul,10,15,10,1:48.022,1:47.486,\N
4833,854,Sergio,15,17,11,1:47.717,1:47.616,\N
4834,854,Rubens,3,11,12,1:48.061,1:48.082,\N
4835,854,Pastor,3,12,13,1:49.710,1:48.270,\N
4836,854,Sébastien,5,18,14,1:48.753,1:48.634,\N
4837,854,Bruno,4,9,15,1:48.861,1:48.662,\N
4838,854,Jaime,5,19,16,1:49.588,1:49.862,\N
4839,854,Kamui,15,16,17,1:48.054,\N,\N
4840,854,Vitaly,4,10,18,1:49.835,\N,\N
4841,854,Heikki,205,20,19,1:50.948,\N,\N
4842,854,Jarno,205,21,20,1:51.012,\N,\N
4843,854,Timo,166,24,21,1:52.154,\N,\N
4844,854,Jérôme,166,25,22,1:52.363,\N,\N
4845,854,Daniel,164,22,23,1:52.404,\N,\N
4846,854,Vitantonio,164,23,24,1:52.810,\N,\N
4847,855,Sebastian,9,1,1,1:33.051,1:31.424,1:30.466
4848,855,Jenson,1,4,2,1:32.947,1:31.434,1:30.475
4849,855,Lewis,1,3,3,1:32.843,1:31.139,1:30.617
4850,855,Felipe,6,6,4,1:33.235,1:31.909,1:30.804
4851,855,Fernando,6,5,5,1:32.817,1:31.612,1:30.886
4852,855,Mark,9,2,6,1:33.135,1:31.576,1:31.156
4853,855,Kamui,15,16,10,1:32.626,1:32.380,\N
4854,855,Michael,131,7,7,1:33.748,1:32.116,\N
4855,855,Bruno,4,9,8,1:33.359,1:32.297,\N
4856,855,Vitaly,4,10,9,1:32.877,1:32.245,\N
4857,855,Adrian,10,14,11,1:32.761,1:32.463,\N
4858,855,Paul,10,15,12,1:33.499,1:32.746,\N
4859,855,Rubens,3,11,13,1:33.921,1:33.079,\N
4860,855,Pastor,3,12,14,1:33.781,1:33.224,\N
4861,855,Sébastien,5,18,15,1:33.064,1:33.227,\N
4862,855,Jaime,5,19,16,1:35.111,1:33.427,\N
4863,855,Sergio,15,17,17,1:34.704,\N,\N
4864,855,Heikki,205,20,18,1:35.454,\N,\N
4865,855,Jarno,205,21,19,1:35.514,\N,\N
4866,855,Jérôme,166,25,20,1:36.439,\N,\N
4867,855,Timo,166,24,21,1:36.507,\N,\N
4868,855,Daniel,164,22,22,1:37.846,\N,\N
4869,855,Nico,131,8,23,\N,\N,\N
4870,855,Vitantonio,164,23,24,\N,\N,\N
4871,856,Lewis,1,3,1,1:37.525,1:36.526,1:35.820
4872,856,Sebastian,9,1,2,1:39.093,1:37.285,1:36.042
4873,856,Jenson,1,4,3,1:37.929,1:37.302,1:36.126
4874,856,Mark,9,2,4,1:39.071,1:37.292,1:36.468
4875,856,Felipe,6,6,5,1:38.670,1:37.313,1:36.831
4876,856,Fernando,6,5,6,1:38.393,1:37.352,1:36.980
4877,856,Nico,131,8,7,1:38.426,1:37.892,1:37.754
4878,856,Vitaly,4,10,8,1:38.378,1:38.186,1:38.124
4879,856,Paul,10,15,9,1:38.549,1:38.254,\N
4880,856,Adrian,10,14,10,1:38.789,1:38.219,\N
4881,856,Jaime,5,19,11,1:39.392,1:38.315,\N
4882,856,Michael,131,7,12,1:38.502,1:38.354,\N
4883,856,Sébastien,5,18,13,1:39.352,1:38.508,\N
4884,856,Kamui,15,16,14,1:39.464,1:38.775,\N
4885,856,Bruno,4,9,15,1:39.316,1:38.791,\N
4886,856,Pastor,3,12,16,1:39.436,1:39.189,\N
4887,856,Sergio,15,17,17,1:39.097,1:39.443,\N
4888,856,Rubens,3,11,18,1:39.538,\N,\N
4889,856,Heikki,205,20,19,1:40.522,\N,\N
4890,856,Jarno,205,21,20,1:41.101,\N,\N
4891,856,Timo,166,24,21,1:42.091,\N,\N
4892,856,Jérôme,166,25,22,1:43.483,\N,\N
4893,856,Vitantonio,164,23,23,1:43.758,\N,\N
4894,856,Daniel,164,22,24,\N,\N,\N
4895,857,Sebastian,9,1,1,1:26.218,1:24.657,1:24.178
4896,857,Lewis,1,3,2,1:26.563,1:25.019,1:24.474
4897,857,Mark,9,2,3,1:26.473,1:25.282,1:24.508
4898,857,Fernando,6,5,4,1:26.774,1:25.158,1:24.519
4899,857,Jenson,1,4,5,1:26.225,1:25.299,1:24.950
4900,857,Felipe,6,6,6,1:27.012,1:25.522,1:25.122
4901,857,Nico,131,8,7,1:26.364,1:25.555,1:25.451
4902,857,Adrian,10,14,8,1:26.271,1:26.140,\N
4903,857,Sébastien,5,18,9,1:26.608,1:26.161,\N
4904,857,Jaime,5,19,10,1:26.557,1:26.319,\N
4905,857,Vitaly,4,10,11,1:26.189,1:26.319,\N
4906,857,Michael,131,7,12,1:26.790,1:26.337,\N
4907,857,Paul,10,15,13,1:26.864,1:26.503,\N
4908,857,Pastor,3,12,14,1:26.829,1:26.537,\N
4909,857,Bruno,4,9,15,1:26.766,1:26.651,\N
4910,857,Rubens,3,11,16,1:27.479,1:27.247,\N
4911,857,Sergio,15,17,17,1:27.249,1:27.562,\N
4912,857,Kamui,15,16,18,1:27.876,\N,\N
4913,857,Heikki,205,20,19,1:28.565,\N,\N
4914,857,Jarno,205,21,20,1:28.752,\N,\N
4915,857,Daniel,164,23,21,1:30.216,\N,\N
4916,857,Narain,164,22,22,1:30.238,\N,\N
4917,857,Jérôme,166,25,23,1:30.866,\N,\N
4918,857,Timo,166,24,24,1:34.046,\N,\N
4919,858,Sebastian,9,1,1,1:40.478,1:38.516,1:38.481
4920,858,Lewis,1,3,2,1:39.782,1:38.434,1:38.622
4921,858,Jenson,1,4,3,1:40.227,1:39.097,1:38.631
4922,858,Mark,9,2,4,1:40.167,1:38.821,1:38.858
4923,858,Fernando,6,5,5,1:41.380,1:39.058,1:39.058
4924,858,Felipe,6,6,6,1:41.592,1:39.623,1:39.695
4925,858,Nico,131,8,7,1:41.120,1:39.420,1:39.773
4926,858,Michael,131,7,8,1:42.605,1:40.554,1:40.662
4927,858,Adrian,10,14,9,1:40.595,1:40.205,1:40.768
4928,858,Paul,10,15,10,1:41.064,1:40.414,\N
4929,858,Sergio,15,17,11,1:41.311,1:40.874,\N
4930,858,Vitaly,4,10,12,1:40.955,1:40.919,\N
4931,858,Sébastien,5,18,13,1:41.737,1:41.009,\N
4932,858,Bruno,4,9,14,1:41.391,1:41.079,\N
4933,858,Jaime,5,19,15,1:41.386,1:41.162,\N
4934,858,Kamui,15,16,16,1:41.613,1:41.240,\N
4935,858,Pastor,3,12,17,1:42.258,1:41.760,\N
4936,858,Heikki,205,20,18,1:42.979,\N,\N
4937,858,Jarno,205,21,19,1:43.884,\N,\N
4938,858,Timo,166,24,20,1:44.515,\N,\N
4939,858,Daniel,164,22,21,1:44.641,\N,\N
4940,858,Jérôme,166,25,22,1:44.699,\N,\N
4941,858,Vitantonio,164,23,23,1:45.159,\N,\N
4942,859,Sebastian,9,1,1,1:13.664,1:12.446,1:11.918
4943,859,Mark,9,2,2,1:13.467,1:12.658,1:12.099
4944,859,Jenson,1,4,3,1:13.281,1:12.820,1:12.283
4945,859,Lewis,1,3,4,1:13.361,1:12.811,1:12.480
4946,859,Fernando,6,5,5,1:13.969,1:12.870,1:12.591
4947,859,Nico,131,8,6,1:14.083,1:12.569,1:13.050
4948,859,Felipe,6,6,7,1:14.269,1:13.291,1:13.068
4949,859,Adrian,10,14,8,1:13.480,1:13.261,1:13.298
4950,859,Bruno,4,9,9,1:14.453,1:13.300,1:13.761
4951,859,Michael,131,7,10,1:13.694,1:13.571,\N
4952,859,Paul,10,15,11,1:13.733,1:13.584,\N
4953,859,Rubens,3,11,12,1:14.117,1:13.801,\N
4954,859,Jaime,5,19,13,1:14.225,1:13.804,\N
4955,859,Sébastien,5,18,14,1:14.500,1:13.919,\N
4956,859,Vitaly,4,10,15,1:13.859,1:14.053,\N
4957,859,Kamui,15,16,16,1:14.571,1:14.129,\N
4958,859,Sergio,15,17,17,1:14.430,1:14.182,\N
4959,859,Pastor,3,12,18,1:14.625,\N,\N
4960,859,Heikki,205,20,19,1:15.068,\N,\N
4961,859,Jarno,205,21,20,1:15.358,\N,\N
4962,859,Vitantonio,164,23,21,1:16.631,\N,\N
4963,859,Daniel,164,22,22,1:16.890,\N,\N
4964,859,Jérôme,166,25,23,1:17.019,\N,\N
4965,859,Timo,166,24,24,1:17.060,\N,\N
4966,860,Lewis,1,4,1,1:26.800,1:25.626,1:24.922
4967,860,Jenson,1,3,2,1:26.832,1:25.663,1:25.074
4968,860,Romain,208,10,3,1:26.498,1:25.845,1:25.302
4969,860,Michael,131,7,4,1:26.586,1:25.571,1:25.336
4970,860,Mark,9,2,5,1:27.117,1:26.597,1:25.651
4971,860,Sebastian,9,1,6,1:26.773,1:25.982,1:25.668
4972,860,Nico,131,8,7,1:26.763,1:25.469,1:25.686
4973,860,Pastor,3,18,8,1:26.803,1:26.206,1:25.908
4974,860,Nico,10,12,9,1:27.464,1:26.314,1:26.451
4975,860,Daniel,5,16,10,1:27.024,1:26.319,\N
4976,860,Jean-Éric,5,17,11,1:26.493,1:26.429,\N
4977,860,Fernando,6,5,12,1:26.688,1:26.494,\N
4978,860,Kamui,15,14,13,1:26.182,1:26.590,\N
4979,860,Bruno,3,19,14,1:27.004,1:26.663,\N
4980,860,Paul,10,11,15,1:27.469,1:27.086,\N
4981,860,Felipe,6,6,16,1:27.633,1:27.497,\N
4982,860,Sergio,15,15,17,1:26.596,\N,\N
4983,860,Kimi,208,9,18,1:27.758,\N,\N
4984,860,Heikki,207,20,19,1:28.679,\N,\N
4985,860,Vitaly,207,21,20,1:29.018,\N,\N
4986,860,Timo,206,24,21,1:30.923,\N,\N
4987,860,Charles,206,25,22,1:31.670,\N,\N
4988,860,Pedro,164,22,23,1:33.495,\N,\N
4989,860,Narain,164,23,24,1:33.643,\N,\N
4990,861,Lewis,1,4,1,1:37.813,1:37.106,1:36.219
4991,861,Jenson,1,3,2,1:37.575,1:36.928,1:36.368
4992,861,Michael,131,7,3,1:37.517,1:37.017,1:36.391
4993,861,Mark,9,2,4,1:37.172,1:37.375,1:36.461
4994,861,Kimi,208,9,5,1:37.961,1:36.715,1:36.461
4995,861,Sebastian,9,1,6,1:38.102,1:37.419,1:36.634
4996,861,Romain,208,10,7,1:38.058,1:37.338,1:36.658
4997,861,Nico,131,8,8,1:37.696,1:36.996,1:36.664
4998,861,Fernando,6,5,9,1:38.151,1:37.379,1:37.566
4999,861,Sergio,15,15,10,1:37.933,1:37.477,1:37.698
5000,861,Pastor,3,18,11,1:37.789,1:37.589,\N
5001,861,Felipe,6,6,12,1:38.381,1:37.731,\N
5002,861,Bruno,3,19,13,1:38.437,1:37.841,\N
5003,861,Paul,10,11,14,1:38.325,1:37.877,\N
5004,861,Daniel,5,16,15,1:38.419,1:37.883,\N
5005,861,Nico,10,12,16,1:38.303,1:37.890,\N
5006,861,Kamui,15,14,17,1:38.372,1:38.069,\N
5007,861,Jean-Éric,5,17,18,1:39.077,\N,\N
5008,861,Heikki,207,20,19,1:39.306,\N,\N
5009,861,Vitaly,207,21,20,1:39.567,\N,\N
5010,861,Timo,206,24,21,1:40.903,\N,\N
5011,861,Charles,206,25,22,1:41.250,\N,\N
5012,861,Pedro,164,22,23,1:42.914,\N,\N
5013,861,Narain,164,23,24,1:43.655,\N,\N
5014,862,Nico,131,8,1,1:36.875,1:35.725,1:35.121
5015,862,Lewis,1,4,2,1:36.763,1:35.902,1:35.626
5016,862,Michael,131,7,3,1:36.797,1:35.794,1:35.691
5017,862,Kamui,15,14,4,1:36.863,1:35.853,1:35.784
5018,862,Kimi,208,9,5,1:36.850,1:35.921,1:35.898
5019,862,Jenson,1,3,6,1:36.746,1:35.942,1:36.191
5020,862,Mark,9,2,7,1:36.682,1:35.700,1:36.290
5021,862,Sergio,15,15,8,1:36.198,1:35.831,1:36.524
5022,862,Fernando,6,5,9,1:36.292,1:35.982,1:36.622
5023,862,Romain,208,10,10,1:36.343,1:35.903,\N
5024,862,Sebastian,9,1,11,1:36.911,1:36.031,\N
5025,862,Felipe,6,6,12,1:36.556,1:36.255,\N
5026,862,Pastor,3,18,13,1:36.528,1:36.283,\N
5027,862,Bruno,3,19,14,1:36.674,1:36.289,\N
5028,862,Paul,10,11,15,1:36.639,1:36.317,\N
5029,862,Nico,10,12,16,1:36.921,1:36.745,\N
5030,862,Daniel,5,16,17,1:36.933,1:36.956,\N
5031,862,Jean-Éric,5,17,18,1:37.714,\N,\N
5032,862,Heikki,207,20,19,1:38.463,\N,\N
5033,862,Vitaly,207,21,20,1:38.677,\N,\N
5034,862,Timo,206,24,21,1:39.282,\N,\N
5035,862,Charles,206,25,22,1:39.717,\N,\N
5036,862,Pedro,164,22,23,1:40.411,\N,\N
5037,862,Narain,164,23,24,1:41.000,\N,\N
5038,863,Sebastian,9,1,1,1:34.308,1:33.527,1:32.422
5039,863,Lewis,1,4,2,1:34.813,1:33.209,1:32.520
5040,863,Mark,9,2,3,1:34.015,1:33.311,1:32.637
5041,863,Jenson,1,3,4,1:34.792,1:33.416,1:32.711
5042,863,Nico,131,8,5,1:34.588,1:33.219,1:32.821
5043,863,Daniel,5,16,6,1:33.988,1:33.556,1:32.912
5044,863,Romain,208,10,7,1:34.041,1:33.246,1:33.008
5045,863,Sergio,15,15,8,1:33.814,1:33.660,1:33.394
5046,863,Fernando,6,5,9,1:34.760,1:33.403,\N
5047,863,Paul,10,11,10,1:36.624,1:33.510,\N
5048,863,Kimi,208,9,11,1:34.552,1:33.789,\N
5049,863,Kamui,15,14,12,1:34.131,1:33.806,\N
5050,863,Nico,10,12,13,1:34.601,1:33.807,\N
5051,863,Felipe,6,6,14,1:34.372,1:33.912,\N
5052,863,Bruno,3,19,15,1:34.466,1:34.017,\N
5053,863,Heikki,207,20,16,1:34.852,1:36.132,\N
5054,863,Pastor,3,18,17,1:34.639,\N,\N
5055,863,Michael,131,7,18,1:34.865,\N,\N
5056,863,Jean-Éric,5,17,19,1:35.014,\N,\N
5057,863,Vitaly,207,21,20,1:35.823,\N,\N
5058,863,Charles,206,25,21,1:37.683,\N,\N
5059,863,Pedro,164,22,22,1:37.883,\N,\N
5060,863,Timo,206,24,23,1:37.905,\N,\N
5061,863,Narain,164,23,24,1:38.314,\N,\N
5062,864,Lewis,1,4,1,1:22.583,1:22.465,1:21.707
5063,864,Pastor,3,18,2,1:23.380,1:22.105,1:22.285
5064,864,Fernando,6,5,3,1:23.276,1:22.862,1:22.302
5065,864,Romain,208,10,4,1:23.248,1:22.667,1:22.424
5066,864,Kimi,208,9,5,1:23.406,1:22.856,1:22.487
5067,864,Sergio,15,15,6,1:24.261,1:22.773,1:22.533
5068,864,Nico,131,8,7,1:23.370,1:22.882,1:23.005
5069,864,Sebastian,9,1,8,1:23.850,1:22.884,\N
5070,864,Michael,131,7,9,1:23.757,1:22.904,\N
5071,864,Kamui,15,14,10,1:23.386,1:22.897,\N
5072,864,Jenson,1,3,11,1:23.510,1:22.944,\N
5073,864,Mark,9,2,12,1:23.592,1:22.977,\N
5074,864,Paul,10,11,13,1:23.852,1:23.125,\N
5075,864,Nico,10,12,14,1:23.720,1:23.177,\N
5076,864,Jean-Éric,5,17,15,1:24.362,1:23.265,\N
5077,864,Daniel,5,16,16,1:23.906,1:23.442,\N
5078,864,Felipe,6,6,17,1:23.886,1:23.444,\N
5079,864,Bruno,3,19,18,1:24.981,\N,\N
5080,864,Vitaly,207,21,19,1:25.277,\N,\N
5081,864,Heikki,207,20,20,1:25.507,\N,\N
5082,864,Charles,206,25,21,1:26.582,\N,\N
5083,864,Timo,206,24,22,1:27.032,\N,\N
5084,864,Pedro,164,22,23,1:27.555,\N,\N
5085,864,Narain,164,23,24,1:31.122,\N,\N
5086,865,Michael,131,7,1,1:15.873,1:15.062,1:14.301
5087,865,Mark,9,2,2,1:16.013,1:15.035,1:14.381
5088,865,Nico,131,8,3,1:15.900,1:15.022,1:14.448
5089,865,Lewis,1,4,4,1:16.063,1:15.166,1:14.583
5090,865,Romain,208,10,5,1:15.718,1:15.219,1:14.639
5091,865,Fernando,6,5,6,1:16.153,1:15.128,1:14.948
5092,865,Felipe,6,6,7,1:15.983,1:14.911,1:15.049
5093,865,Kimi,208,9,8,1:15.889,1:15.322,1:15.199
5094,865,Pastor,3,18,9,1:16.017,1:15.026,1:15.245
5095,865,Sebastian,9,1,10,1:15.757,1:15.234,\N
5096,865,Nico,10,12,11,1:15.418,1:15.421,\N
5097,865,Kamui,15,14,12,1:15.648,1:15.508,\N
5098,865,Jenson,1,3,13,1:16.399,1:15.536,\N
5099,865,Bruno,3,19,14,1:15.923,1:15.709,\N
5100,865,Paul,10,11,15,1:16.062,1:15.718,\N
5101,865,Daniel,5,16,16,1:16.360,1:15.878,\N
5102,865,Jean-Éric,5,17,17,1:16.491,1:16.885,\N
5103,865,Heikki,207,20,18,1:16.538,\N,\N
5104,865,Vitaly,207,21,19,1:17.404,\N,\N
5105,865,Timo,206,24,20,1:17.947,\N,\N
5106,865,Pedro,164,22,21,1:18.096,\N,\N
5107,865,Charles,206,25,22,1:18.476,\N,\N
5108,865,Narain,164,23,23,1:19.310,\N,\N
5109,866,Sebastian,9,1,1,1:14.661,1:14.187,1:13.784
5110,866,Lewis,1,4,2,1:14.891,1:14.371,1:14.087
5111,866,Fernando,6,5,3,1:14.916,1:14.314,1:14.151
5112,866,Mark,9,2,4,1:14.956,1:14.479,1:14.346
5113,866,Nico,131,8,5,1:15.098,1:14.568,1:14.411
5114,866,Felipe,6,6,6,1:15.194,1:14.641,1:14.465
5115,866,Romain,208,10,7,1:15.163,1:14.627,1:14.645
5116,866,Paul,10,11,8,1:15.019,1:14.639,1:14.705
5117,866,Michael,131,7,9,1:14.892,1:14.480,1:14.812
5118,866,Jenson,1,3,10,1:14.799,1:14.680,1:15.182
5119,866,Kamui,15,14,11,1:15.101,1:14.688,\N
5120,866,Kimi,208,9,12,1:14.995,1:14.734,\N
5121,866,Nico,10,12,13,1:15.106,1:14.748,\N
5122,866,Daniel,5,16,14,1:15.552,1:15.078,\N
5123,866,Sergio,15,15,15,1:15.326,1:15.156,\N
5124,866,Bruno,3,19,16,1:14.995,1:15.170,\N
5125,866,Pastor,3,18,17,1:14.979,1:15.231,\N
5126,866,Heikki,207,20,18,1:16.263,\N,\N
5127,866,Vitaly,207,21,19,1:16.482,\N,\N
5128,866,Jean-Éric,5,17,20,1:16.602,\N,\N
5129,866,Pedro,164,22,21,1:17.492,\N,\N
5130,866,Timo,206,24,22,1:17.901,\N,\N
5131,866,Charles,206,25,23,1:18.255,\N,\N
5132,866,Narain,164,23,24,1:18.330,\N,\N
5133,867,Sebastian,9,1,1,1:39.626,1:38.530,1:38.086
5134,867,Lewis,1,4,2,1:39.169,1:38.616,1:38.410
5135,867,Pastor,3,18,3,1:38.825,1:38.570,1:38.475
5136,867,Romain,208,10,4,1:39.530,1:38.489,1:38.505
5137,867,Kimi,208,9,5,1:39.464,1:38.531,1:38.513
5138,867,Nico,131,8,6,1:39.061,1:38.504,1:38.623
5139,867,Kamui,15,14,7,1:39.651,1:38.703,1:38.741
5140,867,Nico,10,12,8,1:39.009,1:38.689,1:38.752
5141,867,Jenson,1,3,9,1:39.622,1:38.563,1:38.801
5142,867,Paul,10,11,10,1:38.858,1:38.519,1:38.992
5143,867,Fernando,6,5,11,1:39.409,1:38.707,\N
5144,867,Michael,131,7,12,1:39.447,1:38.770,\N
5145,867,Felipe,6,6,13,1:39.388,1:38.780,\N
5146,867,Bruno,3,19,14,1:39.449,1:39.207,\N
5147,867,Sergio,15,15,15,1:39.353,1:39.358,\N
5148,867,Heikki,207,20,16,1:40.087,1:40.295,\N
5149,867,Daniel,5,16,17,1:39.924,1:40.358,\N
5150,867,Jean-Éric,5,17,18,1:40.203,\N,\N
5151,867,Mark,9,2,19,1:40.395,\N,\N
5152,867,Vitaly,207,21,20,1:40.457,\N,\N
5153,867,Pedro,164,22,21,1:42.171,\N,\N
5154,867,Narain,164,23,22,1:42.527,\N,\N
5155,867,Charles,206,25,23,1:42.675,\N,\N
5156,868,Fernando,6,5,1,1:46.515,1:56.921,1:51.746
5157,868,Mark,9,2,2,1:47.276,1:55.898,1:51.793
5158,868,Michael,131,7,3,1:46.571,1:55.799,1:52.020
5159,868,Sebastian,9,1,4,1:46.279,1:56.931,1:52.199
5160,868,Felipe,6,6,5,1:47.401,1:56.388,1:53.065
5161,868,Kimi,208,9,6,1:47.309,1:56.469,1:53.290
5162,868,Pastor,3,18,7,1:46.449,1:56.802,1:53.539
5163,868,Lewis,1,4,8,1:47.433,1:54.897,1:53.543
5164,868,Nico,10,12,9,1:46.334,1:55.556,1:54.382
5165,868,Romain,208,10,10,1:47.043,1:56.388,\N
5166,868,Paul,10,11,11,1:47.582,1:57.009,\N
5167,868,Kamui,15,14,12,1:46.649,1:57.071,\N
5168,868,Nico,131,8,13,1:47.724,1:57.108,\N
5169,868,Daniel,5,16,14,1:47.266,1:57.132,\N
5170,868,Bruno,3,19,15,1:47.105,1:57.426,\N
5171,868,Jean-Éric,5,17,16,1:47.705,1:57.719,\N
5172,868,Sergio,15,15,17,1:46.494,1:57.895,\N
5173,868,Jenson,1,3,18,1:48.044,\N,\N
5174,868,Vitaly,207,21,19,1:49.027,\N,\N
5175,868,Heikki,207,20,20,1:49.477,\N,\N
5176,868,Timo,206,24,21,1:51.618,\N,\N
5177,868,Pedro,164,22,22,1:52.742,\N,\N
5178,868,Narain,164,23,23,1:53.040,\N,\N
5179,868,Charles,206,25,24,1:54.143,\N,\N
5180,869,Fernando,6,5,1,1:16.073,1:38.521,1:40.621
5181,869,Sebastian,9,1,2,1:16.393,1:38.309,1:41.026
5182,869,Mark,9,2,3,1:16.500,1:39.382,1:41.496
5183,869,Michael,131,7,4,1:16.686,1:38.010,1:42.459
5184,869,Nico,10,12,5,1:16.271,1:39.467,1:43.501
5185,869,Pastor,3,18,6,1:16.181,1:38.731,1:43.950
5186,869,Jenson,1,3,7,1:16.507,1:38.659,1:44.113
5187,869,Lewis,1,4,8,1:16.221,1:37.365,1:44.186
5188,869,Paul,10,11,9,1:16.352,1:39.703,1:44.889
5189,869,Kimi,208,9,10,1:15.693,1:39.729,1:45.811
5190,869,Daniel,5,16,11,1:16.516,1:39.789,\N
5191,869,Sergio,15,15,12,1:15.726,1:39.933,\N
5192,869,Kamui,15,14,13,1:16.481,1:39.985,\N
5193,869,Felipe,6,6,14,1:16.265,1:40.212,\N
5194,869,Romain,208,10,15,1:16.685,1:40.574,\N
5195,869,Bruno,3,19,16,1:16.426,1:40.752,\N
5196,869,Nico,131,8,17,1:15.988,1:41.551,\N
5197,869,Jean-Éric,5,17,18,1:16.741,\N,\N
5198,869,Heikki,207,20,19,1:17.620,\N,\N
5199,869,Vitaly,207,21,20,1:18.531,\N,\N
5200,869,Charles,206,25,21,1:19.220,\N,\N
5201,869,Timo,206,24,22,1:19.291,\N,\N
5202,869,Pedro,164,22,23,1:19.912,\N,\N
5203,869,Narain,164,23,24,1:20.230,\N,\N
5204,870,Lewis,1,4,1,1:21.794,1:21.060,1:20.953
5205,870,Romain,208,10,2,1:22.755,1:21.657,1:21.366
5206,870,Sebastian,9,1,3,1:22.948,1:21.407,1:21.416
5207,870,Jenson,1,3,4,1:22.028,1:21.618,1:21.583
5208,870,Kimi,208,9,5,1:22.234,1:21.583,1:21.730
5209,870,Fernando,6,5,6,1:22.095,1:21.598,1:21.844
5210,870,Felipe,6,6,7,1:22.203,1:21.534,1:21.900
5211,870,Pastor,3,18,8,1:22.475,1:21.504,1:21.939
5212,870,Bruno,3,19,9,1:22.271,1:21.697,1:22.343
5213,870,Nico,10,12,10,1:22.176,1:21.653,1:22.847
5214,870,Mark,9,2,11,1:22.829,1:21.715,\N
5215,870,Paul,10,11,12,1:21.912,1:21.813,\N
5216,870,Nico,131,8,13,1:22.079,1:21.895,\N
5217,870,Sergio,15,15,14,1:22.110,1:21.895,\N
5218,870,Kamui,15,14,15,1:22.801,1:22.300,\N
5219,870,Jean-Éric,5,17,16,1:22.799,1:22.380,\N
5220,870,Michael,131,7,17,1:22.436,1:22.723,\N
5221,870,Daniel,5,16,18,1:23.250,\N,\N
5222,870,Heikki,207,20,19,1:23.576,\N,\N
5223,870,Vitaly,207,21,20,1:24.167,\N,\N
5224,870,Charles,206,25,21,1:25.244,\N,\N
5225,870,Timo,206,24,22,1:25.476,\N,\N
5226,870,Pedro,164,22,23,1:25.916,\N,\N
5227,870,Narain,164,23,24,1:26.178,\N,\N
5228,871,Jenson,1,3,1,1:49.250,1:47.654,1:47.573
5229,871,Kamui,15,14,2,1:49.686,1:48.569,1:47.871
5230,871,Pastor,3,18,3,1:48.993,1:48.780,1:47.893
5231,871,Kimi,208,9,4,1:49.546,1:48.414,1:48.205
5232,871,Sergio,15,15,5,1:49.642,1:47.980,1:48.219
5233,871,Fernando,6,5,6,1:49.401,1:48.598,1:48.313
5234,871,Mark,9,2,7,1:49.859,1:48.546,1:48.392
5235,871,Lewis,1,4,8,1:49.605,1:48.563,1:48.394
5236,871,Romain,208,10,9,1:50.126,1:48.714,1:48.538
5237,871,Paul,10,11,10,1:50.033,1:48.729,1:48.890
5238,871,Sebastian,9,1,11,1:49.722,1:48.792,\N
5239,871,Nico,10,12,12,1:49.362,1:48.855,\N
5240,871,Michael,131,7,13,1:49.742,1:49.081,\N
5241,871,Felipe,6,6,14,1:49.588,1:49.147,\N
5242,871,Jean-Éric,5,17,15,1:49.763,1:49.354,\N
5243,871,Daniel,5,16,16,1:49.572,1:49.543,\N
5244,871,Bruno,3,19,17,1:49.958,1:50.088,\N
5245,871,Nico,131,8,18,1:50.181,\N,\N
5246,871,Heikki,207,20,19,1:51.739,\N,\N
5247,871,Vitaly,207,21,20,1:51.967,\N,\N
5248,871,Timo,206,24,21,1:52.336,\N,\N
5249,871,Pedro,164,22,22,1:53.030,\N,\N
5250,871,Charles,206,25,23,1:53.493,\N,\N
5251,871,Narain,164,23,24,1:54.989,\N,\N
5252,872,Lewis,1,4,1,1:24.211,1:24.394,1:24.010
5253,872,Jenson,1,3,2,1:24.672,1:24.255,1:24.133
5254,872,Felipe,6,6,3,1:24.882,1:24.505,1:24.247
5255,872,Paul,10,11,4,1:24.875,1:24.345,1:24.304
5256,872,Michael,131,7,5,1:25.302,1:24.675,1:24.540
5257,872,Sebastian,9,1,6,1:25.011,1:24.687,1:24.802
5258,872,Nico,131,8,7,1:24.689,1:24.515,1:24.833
