resultId,raceId,forename,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
12769,526,Mario,32,1,17,\N,R,20,0.0,16,\N,\N,\N,\N,\N,\N,6
12770,526,Carlos,32,2,6,\N,R,21,0.0,6,\N,\N,\N,\N,\N,\N,20
12771,526,Jacques,27,26,4,\N,R,22,0.0,3,\N,\N,\N,\N,\N,\N,20
12772,526,Jacky,27,25,24,\N,R,23,0.0,2,\N,\N,\N,\N,\N,\N,20
12773,526,Bruno,51,35,18,\N,R,24,0.0,0,\N,\N,\N,\N,\N,\N,20
12774,526,Vittorio,51,36,0,\N,F,25,0.0,0,\N,\N,\N,\N,\N,\N,81
12775,526,Jochen,21,30,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81
12776,526,Jan,58,17,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,\N,81
12777,526,Hector,62,31,0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,\N,81
12778,526,Alex,56,19,0,\N,F,29,0.0,0,\N,\N,\N,\N,\N,\N,81
12779,526,Arturo,60,24,0,\N,F,30,0.0,0,\N,\N,\N,\N,\N,\N,81
12780,527,Mario,32,5,1,1,1,1,9.0,52,1:37:04.47,5824470,\N,\N,\N,\N,1
12781,527,Niki,34,1,5,2,2,2,6.0,52,+13.21,5837680,\N,\N,\N,\N,1
12782,527,Patrick,25,4,10,3,3,3,4.0,52,+13.64,5838110,\N,\N,\N,\N,1
12783,527,James,1,7,6,4,4,4,3.0,52,+16.05,5840520,\N,\N,\N,\N,1
12784,527,Ronnie,32,6,3,5,5,5,2.0,52,+1:14.85,5899320,\N,\N,\N,\N,1
12785,527,Patrick,1,8,9,6,6,6,1.0,52,+1:19.90,5904370,\N,\N,\N,\N,1
12786,527,Carlos,6,11,2,7,7,7,0.0,52,+1:22.60,5907070,\N,\N,\N,\N,1
12787,527,Gilles,6,12,7,8,8,8,0.0,52,+1:38.88,5923350,\N,\N,\N,\N,1
12788,527,Emerson,56,14,17,9,9,9,0.0,52,+1:40.60,5925070,\N,\N,\N,\N,1
12789,527,Jody,59,20,15,10,10,10,0.0,52,+1:43.50,5927970,\N,\N,\N,\N,1
12790,527,Jochen,54,9,13,11,11,11,0.0,52,+1:49.07,5933540,\N,\N,\N,\N,1
12791,527,Jean-Pierre,54,10,11,12,12,12,0.0,51,\N,\N,\N,\N,\N,\N,11
12792,527,Brett,1,30,24,13,13,13,0.0,51,\N,\N,\N,\N,\N,\N,11
12793,527,Didier,25,3,23,14,14,14,0.0,51,\N,\N,\N,\N,\N,\N,11
12794,527,Clay,58,17,16,15,15,15,0.0,51,\N,\N,\N,\N,\N,\N,11
12795,527,Jacques,27,26,8,16,16,16,0.0,50,\N,\N,\N,\N,\N,\N,5
12796,527,Hans-Joachim,58,16,18,17,17,17,0.0,50,\N,\N,\N,\N,\N,\N,12
12797,527,Vittorio,63,19,12,18,18,18,0.0,50,\N,\N,\N,\N,\N,\N,12
12798,527,John,34,2,4,\N,R,19,0.0,41,\N,\N,\N,\N,\N,\N,5
12799,527,Alan,3,27,14,\N,R,20,0.0,36,\N,\N,\N,\N,\N,\N,69
12800,527,Danny,57,22,21,\N,R,21,0.0,35,\N,\N,\N,\N,\N,\N,99
12801,527,Lamberto,57,23,22,\N,R,22,0.0,28,\N,\N,\N,\N,\N,\N,5
12802,527,Arturo,60,37,20,\N,R,23,0.0,9,\N,\N,\N,\N,\N,\N,24
12803,527,Rupert,63,18,19,\N,R,24,0.0,4,\N,\N,\N,\N,\N,\N,25
12804,527,Hector,32,25,0,\N,F,25,0.0,0,\N,\N,\N,\N,\N,\N,81
12805,527,Eddie,55,32,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81
12806,527,Divina,64,24,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,\N,81
12807,528,Carlos,6,11,4,1,1,1,9.0,63,1:49:59.86,6599860,\N,\N,\N,\N,1
12808,528,Emerson,56,14,7,2,2,2,6.0,63,+49.13,6648990,\N,\N,\N,\N,1
12809,528,Niki,34,1,10,3,3,3,4.0,63,+57.02,6656880,\N,\N,\N,\N,1
12810,528,Mario,32,5,3,4,4,4,3.0,63,+1:33.12,6692980,\N,\N,\N,\N,1
12811,528,Clay,58,17,15,5,5,5,2.0,62,\N,\N,\N,\N,\N,\N,11
12812,528,Didier,25,3,19,6,6,6,1.0,62,\N,\N,\N,\N,\N,\N,11
12813,528,Jochen,54,9,20,7,7,7,0.0,62,\N,\N,\N,\N,\N,\N,11
12814,528,John,34,2,21,8,8,8,0.0,61,\N,\N,\N,\N,\N,\N,12
12815,528,Jacques,27,26,14,9,9,9,0.0,61,\N,\N,\N,\N,\N,\N,12
12816,528,Riccardo,21,36,18,10,10,10,0.0,59,\N,\N,\N,\N,\N,\N,14
12817,528,Alan,3,27,8,11,11,11,0.0,58,\N,\N,\N,\N,\N,\N,15
12818,528,Hector,32,25,22,\N,R,12,0.0,40,\N,\N,\N,\N,\N,\N,68
12819,528,Gilles,6,12,6,\N,R,13,0.0,35,\N,\N,\N,\N,\N,\N,20
12820,528,Patrick,1,8,5,\N,R,14,0.0,34,\N,\N,\N,\N,\N,\N,20
12821,528,James,1,7,2,\N,R,15,0.0,25,\N,\N,\N,\N,\N,\N,20
12822,528,Hans-Joachim,58,16,9,\N,R,16,0.0,25,\N,\N,\N,\N,\N,\N,69
12823,528,Jody,59,20,12,\N,R,17,0.0,16,\N,\N,\N,\N,\N,\N,3
12824,528,Ronnie,32,6,1,\N,R,18,0.0,15,\N,\N,\N,\N,\N,\N,4
12825,528,Danny,57,22,23,\N,R,19,0.0,13,\N,\N,\N,\N,\N,\N,23
12826,528,Brett,1,30,13,\N,R,20,0.0,11,\N,\N,\N,\N,\N,\N,25
12827,528,Patrick,25,4,11,\N,R,21,0.0,8,\N,\N,\N,\N,\N,\N,3
12828,528,Rupert,63,18,24,\N,R,22,0.0,5,\N,\N,\N,\N,\N,\N,3
12829,528,Lamberto,57,23,17,\N,R,23,0.0,0,\N,\N,\N,\N,\N,\N,7
12830,528,Jean-Pierre,54,10,16,\N,W,24,0.0,0,\N,\N,\N,\N,\N,\N,54
12831,528,Arturo,60,37,0,\N,F,25,0.0,0,\N,\N,\N,\N,\N,\N,81
12832,528,Eddie,55,32,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81
12833,528,Vittorio,63,19,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,\N,81
12834,528,Divina,64,24,0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,\N,81
12835,529,Ronnie,32,6,12,1,1,1,9.0,78,1:42:15.767,6135767,\N,\N,\N,\N,1
12836,529,Patrick,25,4,11,2,2,2,6.0,78,+0.466,6136233,\N,\N,\N,\N,1
12837,529,John,34,2,10,3,3,3,4.0,78,+4.442,6140209,\N,\N,\N,\N,1
12838,529,Alan,3,27,18,4,4,4,3.0,78,+30.986,6166753,\N,\N,\N,\N,1
12839,529,Jacques,27,26,13,5,5,5,2.0,78,+1:09.218,6204985,\N,\N,\N,\N,1
12840,529,Didier,25,3,14,6,6,6,1.0,77,\N,\N,\N,\N,\N,\N,11
12841,529,Mario,32,5,2,7,7,7,0.0,77,\N,\N,\N,\N,\N,\N,11
12842,529,Jean-Pierre,54,10,17,8,8,8,0.0,77,\N,\N,\N,\N,\N,\N,11
12843,529,Rolf,21,36,22,9,9,9,0.0,77,\N,\N,\N,\N,\N,\N,11
12844,529,Hector,32,25,21,10,10,10,0.0,77,\N,\N,\N,\N,\N,\N,11
12845,529,Brett,1,30,20,11,11,11,0.0,76,\N,\N,\N,\N,\N,\N,12
12846,529,Vittorio,63,19,19,12,12,12,0.0,76,\N,\N,\N,\N,\N,\N,12
12847,529,Riccardo,21,35,7,\N,R,13,0.0,63,\N,\N,\N,\N,\N,\N,5
12848,529,Jody,59,20,5,\N,R,14,0.0,59,\N,\N,\N,\N,\N,\N,20
12849,529,Patrick,1,8,4,\N,R,15,0.0,56,\N,\N,\N,\N,\N,\N,3
12850,529,Gilles,6,12,8,\N,R,16,0.0,55,\N,\N,\N,\N,\N,\N,44
12851,529,Carlos,6,11,9,\N,R,17,0.0,55,\N,\N,\N,\N,\N,\N,20
12852,529,Niki,34,1,1,\N,R,18,0.0,52,\N,\N,\N,\N,\N,\N,5
12853,529,Rupert,63,18,23,\N,R,19,0.0,52,\N,\N,\N,\N,\N,\N,5
12854,529,Jochen,54,9,15,\N,R,20,0.0,43,\N,\N,\N,\N,\N,\N,5
12855,529,Arturo,60,37,26,\N,R,21,0.0,39,\N,\N,\N,\N,\N,\N,22
12856,529,Jean-Pierre,4,15,6,\N,R,22,0.0,38,\N,\N,\N,\N,\N,\N,5
12857,529,Keke,55,32,24,\N,R,23,0.0,15,\N,\N,\N,\N,\N,\N,8
12858,529,Emerson,56,14,16,\N,R,24,0.0,9,\N,\N,\N,\N,\N,\N,7
12859,529,Eddie,64,24,25,\N,R,25,0.0,8,\N,\N,\N,\N,\N,\N,44
12860,529,James,1,7,3,\N,R,26,0.0,5,\N,\N,\N,\N,\N,\N,5
12861,529,René,65,31,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,\N,81
12862,529,Clay,58,17,0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,\N,81
12863,529,Lamberto,57,23,0,\N,F,29,0.0,0,\N,\N,\N,\N,\N,\N,81
12864,529,Hans-Joachim,58,16,0,\N,F,30,0.0,0,\N,\N,\N,\N,\N,\N,81
12865,530,Carlos,6,11,1,1,1,1,9.0,80,1:52:01.301,6721301,\N,\N,\N,\N,1
12866,530,Mario,32,5,4,2,2,2,6.0,80,+11.061,6732362,\N,\N,\N,\N,1
12867,530,Patrick,25,4,12,3,3,3,4.0,80,+28.951,6750252,\N,\N,\N,\N,1
12868,530,Ronnie,32,6,6,4,4,4,3.0,80,+45.603,6766904,\N,\N,\N,\N,1
12869,530,Jacques,27,26,14,5,5,5,2.0,80,+1:22.884,6804185,\N,\N,\N,\N,1
12870,530,Riccardo,21,35,9,6,6,6,1.0,79,\N,\N,\N,\N,\N,\N,11
12871,530,Alan,3,27,8,7,7,7,0.0,79,\N,\N,\N,\N,\N,\N,11
12872,530,Emerson,56,14,15,8,8,8,0.0,79,\N,\N,\N,\N,\N,\N,11
12873,530,Rolf,21,36,18,9,9,9,0.0,79,\N,\N,\N,\N,\N,\N,11
12874,530,Clay,58,17,20,10,10,10,0.0,79,\N,\N,\N,\N,\N,\N,11
12875,530,Jean-Pierre,54,10,19,11,11,11,0.0,75,\N,\N,\N,\N,\N,\N,15
12876,530,Patrick,1,8,11,12,12,12,0.0,74,\N,\N,\N,\N,\N,\N,3
12877,530,Jody,59,20,10,\N,R,13,0.0,59,\N,\N,\N,\N,\N,\N,3
12878,530,Vittorio,63,19,17,\N,R,14,0.0,50,\N,\N,\N,\N,\N,\N,7
12879,530,Jean-Pierre,4,15,13,\N,R,15,0.0,43,\N,\N,\N,\N,\N,\N,101
12880,530,Gilles,6,12,2,\N,R,16,0.0,38,\N,\N,\N,\N,\N,\N,3
12881,530,Niki,34,1,3,\N,R,17,0.0,27,\N,\N,\N,\N,\N,\N,80
12882,530,Didier,25,3,22,\N,R,18,0.0,25,\N,\N,\N,\N,\N,\N,6
12883,530,Arturo,60,37,21,\N,R,19,0.0,17,\N,\N,\N,\N,\N,\N,6
12884,530,Jochen,54,9,16,\N,R,20,0.0,11,\N,\N,\N,\N,\N,\N,23
12885,530,John,34,2,5,\N,R,21,0.0,9,\N,\N,\N,\N,\N,\N,6
12886,530,James,1,7,7,\N,R,22,0.0,5,\N,\N,\N,\N,\N,\N,3
12887,530,Rupert,63,18,0,\N,W,23,0.0,0,\N,\N,\N,\N,\N,\N,3
12888,530,Hans-Joachim,58,16,0,\N,W,24,0.0,0,\N,\N,\N,\N,\N,\N,3
12889,530,Brett,1,30,0,\N,F,25,0.0,0,\N,\N,\N,\N,\N,\N,81
12890,530,Lamberto,57,22,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81
12891,530,Keke,55,32,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,\N,97
12892,530,Hector,32,25,0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,\N,97
12893,530,Danny,58,39,0,\N,F,29,0.0,0,\N,\N,\N,\N,\N,\N,97
12894,530,Derek,64,24,0,\N,F,30,0.0,0,\N,\N,\N,\N,\N,\N,97
12895,531,Patrick,25,4,5,1,1,1,9.0,75,1:55:14.66,6914660,\N,\N,\N,\N,1
12896,531,Niki,34,1,3,2,2,2,6.0,75,+22.45,6937110,\N,\N,\N,\N,1
12897,531,Jody,59,20,9,3,3,3,4.0,75,+32.29,6946950,\N,\N,\N,\N,1
12898,531,John,34,2,2,4,4,4,3.0,75,+33.53,6948190,\N,\N,\N,\N,1
12899,531,Didier,25,3,13,5,5,5,2.0,75,+1:08.06,6982720,\N,\N,\N,\N,1
12900,531,Riccardo,21,35,14,6,6,6,1.0,75,+1:08.77,6983430,\N,\N,\N,\N,1
12901,531,Patrick,1,8,11,7,7,7,0.0,74,\N,\N,\N,\N,\N,\N,11
12902,531,Carlos,6,11,1,8,8,8,0.0,74,\N,\N,\N,\N,\N,\N,11
12903,531,Emerson,56,14,20,9,9,9,0.0,74,\N,\N,\N,\N,\N,\N,11
12904,531,Jean-Pierre,4,15,12,10,10,10,0.0,71,\N,\N,\N,\N,\N,\N,14
12905,531,Mario,32,5,4,11,11,11,0.0,69,\N,\N,\N,\N,\N,\N,16
12906,531,Gilles,6,12,8,\N,R,12,0.0,62,\N,\N,\N,\N,\N,\N,3
12907,531,Ronnie,32,6,7,\N,R,13,0.0,56,\N,\N,\N,\N,\N,\N,6
12908,531,James,1,7,6,\N,R,14,0.0,43,\N,\N,\N,\N,\N,\N,64
12909,531,Rolf,21,36,19,\N,R,15,0.0,38,\N,\N,\N,\N,\N,\N,100
12910,531,Alan,3,27,10,\N,R,16,0.0,29,\N,\N,\N,\N,\N,\N,44
12911,531,Jacky,57,22,16,\N,R,17,0.0,27,\N,\N,\N,\N,\N,\N,23
12912,531,Hans-Joachim,58,16,17,\N,R,18,0.0,24,\N,\N,\N,\N,\N,\N,3
12913,531,Jacques,27,26,15,\N,R,19,0.0,13,\N,\N,\N,\N,\N,\N,6
12914,531,Rupert,63,18,18,\N,R,20,0.0,8,\N,\N,\N,\N,\N,\N,7
12915,531,Jochen,54,9,0,\N,F,21,0.0,0,\N,\N,\N,\N,\N,\N,81
12916,531,Clay,58,17,0,\N,F,22,0.0,0,\N,\N,\N,\N,\N,\N,81
12917,531,Jean-Pierre,54,10,0,\N,F,23,0.0,0,\N,\N,\N,\N,\N,\N,81
12918,531,Vittorio,63,19,0,\N,F,24,0.0,0,\N,\N,\N,\N,\N,\N,81
12919,531,Keke,55,32,0,\N,F,25,0.0,0,\N,\N,\N,\N,\N,\N,97
12920,531,Derek,64,24,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,97
12921,531,René,65,31,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,\N,97
12922,531,Hector,32,25,0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,\N,97
12923,531,Brett,1,30,0,\N,F,29,0.0,0,\N,\N,\N,\N,\N,\N,97
12924,531,Arturo,60,37,0,\N,F,30,0.0,0,\N,\N,\N,\N,\N,\N,97
12925,532,Mario,32,5,1,1,1,1,9.0,70,1:39:52.02,5992020,\N,\N,\N,\N,1
12926,532,Ronnie,32,6,7,2,2,2,6.0,70,+9.90,6001920,\N,\N,\N,\N,1
12927,532,Carlos,6,11,2,3,3,3,4.0,70,+24.34,6016360,\N,\N,\N,\N,1
12928,532,Gilles,6,12,4,4,4,4,3.0,70,+47.04,6039060,\N,\N,\N,\N,1
12929,532,Jacques,27,26,14,5,5,5,2.0,69,\N,\N,\N,\N,\N,\N,3
12930,532,Didier,25,3,23,6,6,6,1.0,69,\N,\N,\N,\N,\N,\N,11
12931,532,Brett,1,30,24,7,7,7,0.0,69,\N,\N,\N,\N,\N,\N,11
12932,532,Bruno,1,33,21,8,8,8,0.0,69,\N,\N,\N,\N,\N,\N,11
12933,532,René,65,31,19,9,9,9,0.0,68,\N,\N,\N,\N,\N,\N,12
12934,532,Alan,3,27,11,10,10,10,0.0,68,\N,\N,\N,\N,\N,\N,12
12935,532,Jochen,54,9,16,11,11,11,0.0,68,\N,\N,\N,\N,\N,\N,12
12936,532,Jacky,57,22,22,12,12,12,0.0,64,\N,\N,\N,\N,\N,\N,16
12937,532,Vittorio,63,19,12,13,13,13,0.0,63,\N,\N,\N,\N,\N,\N,5
12938,532,Hans-Joachim,58,16,10,\N,R,14,0.0,56,\N,\N,\N,\N,\N,\N,20
12939,532,Jean-Pierre,4,15,20,\N,N,15,0.0,56,\N,\N,\N,\N,\N,\N,62
12940,532,Jody,59,20,5,\N,R,16,0.0,53,\N,\N,\N,\N,\N,\N,20
12941,532,Patrick,25,4,13,\N,R,17,0.0,51,\N,\N,\N,\N,\N,\N,6
12942,532,Clay,58,17,18,\N,R,18,0.0,40,\N,\N,\N,\N,\N,\N,7
12943,532,Riccardo,21,35,8,\N,R,19,0.0,31,\N,\N,\N,\N,\N,\N,22
12944,532,Rolf,21,36,17,\N,R,20,0.0,26,\N,\N,\N,\N,\N,\N,20
12945,532,John,34,2,9,\N,R,21,0.0,18,\N,\N,\N,\N,\N,\N,3
12946,532,Niki,34,1,3,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,3
12947,532,James,1,7,6,\N,R,23,0.0,0,\N,\N,\N,\N,\N,\N,3
12948,532,Emerson,56,14,15,\N,R,24,0.0,0,\N,\N,\N,\N,\N,\N,3
12949,532,Rupert,63,18,0,\N,F,25,0.0,0,\N,\N,\N,\N,\N,\N,81
12950,532,Derek,64,24,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81
12951,532,Keke,55,32,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,\N,81
12952,532,Alberto,54,10,0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,\N,81
12953,532,Hector,32,25,0,\N,F,29,0.0,0,\N,\N,\N,\N,\N,\N,97
12954,532,Arturo,60,37,0,\N,F,30,0.0,0,\N,\N,\N,\N,\N,\N,97
12955,533,Mario,32,5,1,1,1,1,9.0,75,1:41:47.06,6107060,\N,\N,\N,\N,1
12956,533,Ronnie,32,6,2,2,2,2,6.0,75,+19.56,6126620,\N,\N,\N,\N,1
12957,533,Jacques,27,26,10,3,3,3,4.0,75,+37.24,6144300,\N,\N,\N,\N,1
12958,533,Jody,59,20,9,4,4,4,3.0,75,+1:00.06,6167120,\N,\N,\N,\N,1
12959,533,John,34,2,7,5,5,5,2.0,75,+1:05.93,6172990,\N,\N,\N,\N,1
12960,533,James,1,7,4,6,6,6,1.0,74,\N,\N,\N,\N,\N,\N,11
12961,533,Vittorio,63,19,16,7,7,7,0.0,74,\N,\N,\N,\N,\N,\N,11
12962,533,Alan,3,27,18,8,8,8,0.0,74,\N,\N,\N,\N,\N,\N,11
12963,533,Jochen,54,9,17,9,9,9,0.0,74,\N,\N,\N,\N,\N,\N,11
12964,533,Gilles,6,12,5,10,10,10,0.0,74,\N,\N,\N,\N,\N,\N,11
12965,533,Rupert,63,18,23,11,11,11,0.0,73,\N,\N,\N,\N,\N,\N,12
12966,533,Didier,25,3,13,12,12,12,0.0,71,\N,\N,\N,\N,\N,\N,14
12967,533,Jean-Pierre,4,15,11,13,13,13,0.0,71,\N,\N,\N,\N,\N,\N,14
12968,533,Rolf,21,36,19,14,14,14,0.0,71,\N,\N,\N,\N,\N,\N,14
12969,533,Clay,58,17,22,15,15,15,0.0,67,\N,\N,\N,\N,\N,\N,106
12970,533,Jacky,57,22,21,\N,R,16,0.0,64,\N,\N,\N,\N,\N,\N,5
12971,533,Emerson,56,14,15,\N,R,17,0.0,62,\N,\N,\N,\N,\N,\N,37
12972,533,Carlos,6,11,3,\N,R,18,0.0,57,\N,\N,\N,\N,\N,\N,3
12973,533,Niki,34,1,6,\N,R,19,0.0,56,\N,\N,\N,\N,\N,\N,5
12974,533,Patrick,25,4,12,\N,R,20,0.0,51,\N,\N,\N,\N,\N,\N,5
12975,533,Hans-Joachim,58,16,24,\N,R,21,0.0,45,\N,\N,\N,\N,\N,\N,22
12976,533,Riccardo,21,35,8,\N,R,22,0.0,21,\N,\N,\N,\N,\N,\N,5
12977,533,Hector,32,25,20,\N,R,23,0.0,21,\N,\N,\N,\N,\N,\N,43
12978,533,Patrick,1,8,14,\N,R,24,0.0,16,\N,\N,\N,\N,\N,\N,20
12979,533,Arturo,60,37,0,\N,F,25,0.0,0,\N,\N,\N,\N,\N,\N,81
12980,533,Brett,1,30,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81
12981,533,Emilio,1,28,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,\N,81
12982,533,Alberto,54,10,0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,\N,81
12983,533,Keke,55,32,0,\N,F,29,0.0,0,\N,\N,\N,\N,\N,\N,97
12984,534,Niki,34,1,3,1,1,1,9.0,70,1:41:00.606,6060606,\N,\N,\N,\N,1
12985,534,Riccardo,21,35,5,2,2,2,6.0,70,+34.019,6094625,\N,\N,\N,\N,1
12986,534,Ronnie,32,6,4,3,3,3,4.0,70,+34.105,6094711,\N,\N,\N,\N,1
12987,534,Patrick,1,8,15,4,4,4,3.0,69,\N,\N,\N,\N,\N,\N,11
12988,534,Clay,58,17,16,5,5,5,2.0,69,\N,\N,\N,\N,\N,\N,11
12989,534,Emerson,56,14,13,6,6,6,1.0,69,\N,\N,\N,\N,\N,\N,11
12990,534,Jacques,27,26,11,7,7,7,0.0,69,\N,\N,\N,\N,\N,\N,11
12991,534,James,1,7,14,8,8,8,0.0,69,\N,\N,\N,\N,\N,\N,11
12992,534,Gilles,6,12,7,9,9,9,0.0,69,\N,\N,\N,\N,\N,\N,11
12993,534,Carlos,6,11,8,10,10,10,0.0,69,\N,\N,\N,\N,\N,\N,11
12994,534,Hans-Joachim,58,16,20,11,11,11,0.0,68,\N,\N,\N,\N,\N,\N,12
12995,534,Hector,32,25,21,12,12,12,0.0,68,\N,\N,\N,\N,\N,\N,12
12996,534,Jochen,54,9,19,13,13,13,0.0,68,\N,\N,\N,\N,\N,\N,12
12997,534,Rolf,21,36,24,14,14,14,0.0,67,\N,\N,\N,\N,\N,\N,13
12998,534,Keke,54,10,23,15,15,15,0.0,63,\N,\N,\N,\N,\N,\N,17
12999,534,Arturo,60,37,22,\N,N,16,0.0,62,\N,\N,\N,\N,\N,\N,18
13000,534,Mario,32,5,1,\N,R,17,0.0,46,\N,\N,\N,\N,\N,\N,5
13001,534,Alan,3,27,9,\N,R,18,0.0,46,\N,\N,\N,\N,\N,\N,36
13002,534,Patrick,25,4,12,\N,R,19,0.0,42,\N,\N,\N,\N,\N,\N,22
13003,534,Jean-Pierre,4,15,10,\N,R,20,0.0,28,\N,\N,\N,\N,\N,\N,5
13004,534,John,34,2,2,\N,R,21,0.0,19,\N,\N,\N,\N,\N,\N,20
13005,534,Jody,59,20,6,\N,R,22,0.0,16,\N,\N,\N,\N,\N,\N,25
13006,534,Didier,25,3,17,\N,R,23,0.0,8,\N,\N,\N,\N,\N,\N,3
13007,534,Vittorio,63,19,18,\N,R,24,0.0,7,\N,\N,\N,\N,\N,\N,3
13008,534,Rupert,63,18,0,\N,F,25,0.0,0,\N,\N,\N,\N,\N,\N,81
13009,534,Brett,1,30,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81
13010,534,Jacky,57,22,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,\N,81
13011,535,Mario,32,5,2,1,1,1,9.0,54,1:38:51.92,5931920,\N,\N,\N,\N,1
13012,535,Ronnie,32,6,5,2,2,2,6.0,54,+2.93,5934850,\N,\N,\N,\N,1
13013,535,James,1,7,4,3,3,3,4.0,54,+19.8,5951720,\N,\N,\N,\N,1
13014,535,John,34,2,1,4,4,4,3.0,54,+36.88,5968800,\N,\N,\N,\N,1
13015,535,Alan,3,27,14,5,5,5,2.0,54,+41.81,5973730,\N,\N,\N,\N,1
13016,535,Jody,59,20,7,6,6,6,1.0,54,+54.53,5986450,\N,\N,\N,\N,1
13017,535,Jacques,27,26,10,7,7,7,0.0,54,+54.74,5986660,\N,\N,\N,\N,1
13018,535,Riccardo,21,35,12,8,8,8,0.0,54,+1:24.88,6016800,\N,\N,\N,\N,1
13019,535,Patrick,1,8,6,9,9,9,0.0,54,+1:27.06,6018980,\N,\N,\N,\N,1
13020,535,Didier,25,3,16,10,10,10,0.0,54,+1:29.98,6021900,\N,\N,\N,\N,1
13021,535,Hans-Joachim,58,16,20,11,11,11,0.0,53,\N,\N,\N,\N,\N,\N,11
13022,535,Gilles,6,12,9,12,12,12,0.0,53,\N,\N,\N,\N,\N,\N,11
13023,535,Jochen,54,9,25,13,13,13,0.0,53,\N,\N,\N,\N,\N,\N,11
13024,535,René,65,31,18,14,14,14,0.0,53,\N,\N,\N,\N,\N,\N,11
13025,535,Rolf,21,36,21,15,15,15,0.0,53,\N,\N,\N,\N,\N,\N,11
13026,535,Keke,54,10,26,16,16,16,0.0,52,\N,\N,\N,\N,\N,\N,12
13027,535,Vittorio,63,19,19,17,17,17,0.0,52,\N,\N,\N,\N,\N,\N,12
13028,535,Carlos,6,11,8,18,18,18,0.0,49,\N,\N,\N,\N,\N,\N,15
13029,535,Brett,1,30,24,\N,R,19,0.0,45,\N,\N,\N,\N,\N,\N,5
13030,535,Emerson,56,14,15,\N,R,20,0.0,43,\N,\N,\N,\N,\N,\N,22
13031,535,Rupert,63,18,23,\N,R,21,0.0,40,\N,\N,\N,\N,\N,\N,5
13032,535,Bruno,1,33,22,\N,R,22,0.0,28,\N,\N,\N,\N,\N,\N,5
13033,535,Niki,34,1,3,\N,R,23,0.0,10,\N,\N,\N,\N,\N,\N,5
13034,535,Patrick,25,4,13,\N,R,24,0.0,10,\N,\N,\N,\N,\N,\N,5
13035,535,Clay,58,17,17,\N,R,25,0.0,4,\N,\N,\N,\N,\N,\N,10
13036,535,Jean-Pierre,4,15,11,\N,R,26,0.0,1,\N,\N,\N,\N,\N,\N,5
13037,535,Arturo,60,37,0,\N,F,27,0.0,0,\N,\N,\N,\N,\N,\N,81
13038,535,Derek,57,22,0,\N,F,28,0.0,0,\N,\N,\N,\N,\N,\N,81
13039,535,Hector,32,25,0,\N,F,29,0.0,0,\N,\N,\N,\N,\N,\N,81
13040,536,Carlos,6,11,8,1,1,1,9.0,76,1:42:12.39,6132390,\N,\N,\N,\N,1
13041,536,Niki,34,1,4,2,2,2,6.0,76,+1.23,6133620,\N,\N,\N,\N,1
13042,536,John,34,2,9,3,3,3,4.0,76,+37.25,6169640,\N,\N,\N,\N,1
13043,536,Patrick,25,4,10,4,4,4,3.0,76,+1:13.27,6205660,\N,\N,\N,\N,1
13044,536,Hans-Joachim,58,16,18,5,5,5,2.0,75,\N,\N,\N,\N,\N,\N,11
13045,536,Patrick,1,8,20,6,6,6,1.0,75,\N,\N,\N,\N,\N,\N,11
13046,536,Bruno,1,33,16,7,7,7,0.0,75,\N,\N,\N,\N,\N,\N,11
13047,536,Brett,1,30,24,8,8,8,0.0,75,\N,\N,\N,\N,\N,\N,11
13048,536,Vittorio,63,19,25,9,9,9,0.0,75,\N,\N,\N,\N,\N,\N,11
13049,536,Jacques,27,26,7,10,10,10,0.0,73,\N,\N,\N,\N,\N,\N,13
13050,536,Jochen,54,9,26,\N,N,11,0.0,65,\N,\N,\N,\N,\N,\N,45
